product_family_id,season,nivel,color_group,color_intensity,fit,size_lookiero
TOP,7,2,yellow,intenso,straight,S
TOP,7,2,yellow,intenso,straight,XL
TOP,7,2,yellow,intenso,straight,XS
TOP,7,2,white,claro,straight,S
JEANS,9,1,blue,oscuro,tight,UNQ
TSHIRT,7,2,red,intenso,straight,XL
TSHIRT,7,2,yellow,intenso,straight,M
TSHIRT,7,2,yellow,intenso,straight,S
TSHIRT,7,2,blue,oscuro,straight,L
TSHIRT,7,2,yellow,intenso,straight,XL
TSHIRT,7,2,brown,suave,straight,L
TSHIRT,7,2,red,intenso,straight,L
TSHIRT,7,2,blue,oscuro,straight,M
TSHIRT,7,2,blue,oscuro,straight,XL
TSHIRT,7,2,blue,oscuro,straight,L
TSHIRT,7,2,blue,oscuro,straight,M
TSHIRT,7,2,blue,oscuro,straight,S
TSHIRT,7,2,blue,oscuro,straight,XL
TSHIRT,7,2,brown,suave,straight,M
TSHIRT,7,2,brown,suave,straight,XL
TSHIRT,7,2,red,intenso,straight,M
TSHIRT,7,2,red,intenso,straight,S
TSHIRT,7,2,blue,oscuro,straight,S
TSHIRT,7,2,yellow,intenso,straight,L
TSHIRT,7,2,brown,suave,straight,S
JACKET,7,3,blue,oscuro,loose,S
JACKET,7,3,blue,oscuro,loose,L
JACKET,7,3,blue,oscuro,loose,M
TRENCH,7,3,brown,claro,straight,M
TRENCH,7,3,blue,oscuro,straight,S
TRENCH,7,3,blue,oscuro,straight,XL
TRENCH,7,3,blue,oscuro,straight,XS
TRENCH,7,3,blue,oscuro,straight,XXL
TRENCH,7,3,brown,claro,straight,XS
TRENCH,7,3,blue,oscuro,straight,M
TRENCH,7,3,brown,claro,straight,S
TRENCH,7,3,brown,claro,straight,XL
TRENCH,7,3,brown,claro,straight,XXL
TRENCH,7,3,blue,oscuro,straight,L
TRENCH,7,3,brown,claro,straight,L
SHIRT,7,2,blue,oscuro,straight,XXL
SHIRT,7,2,blue,oscuro,straight,XL
SHIRT,7,2,blue,oscuro,straight,XXXL
SHIRT,7,2,blue,oscuro,straight,L
SHIRT,7,2,blue,oscuro,straight,X4XL
JEANS,9,1,white,claro,tight,XL
JEANS,9,1,white,claro,tight,XXXL
JEANS,9,1,white,claro,tight,XXL
JEANS,9,1,white,claro,tight,X4XL
SHIRT,7,2,blue,oscuro,loose,XXXL
SHIRT,7,2,blue,oscuro,loose,L
SHIRT,7,2,blue,oscuro,loose,X4XL
SHIRT,7,2,blue,oscuro,loose,XL
SHIRT,7,2,blue,oscuro,loose,XXL
SHIRT,7,2,black,oscuro,loose,L
SHIRT,7,2,black,oscuro,loose,X4XL
SHIRT,7,2,black,oscuro,loose,XL
SHIRT,7,2,black,oscuro,loose,XXL
SHIRT,7,2,black,oscuro,loose,XXXL
SHIRT,7,2,blue,intenso,straight,XL
SHIRT,7,2,blue,intenso,straight,XXL
SHIRT,7,2,blue,intenso,straight,L
SHIRT,7,2,blue,intenso,straight,M
SHIRT,7,2,blue,intenso,straight,S
SHIRT,7,2,blue,intenso,straight,XXXL
SHIRT,7,2,blue,intenso,straight,XS
SKIRT,7,1,green,intenso,straight,L
SKIRT,7,1,green,intenso,straight,M
SKIRT,7,1,green,intenso,straight,S
TSHIRT,8,2,brown,suave,straight,L
TSHIRT,8,2,brown,suave,straight,M
TSHIRT,8,2,brown,suave,straight,S
TSHIRT,8,2,brown,suave,straight,XL
TSHIRT,8,2,brown,suave,straight,XS
TSHIRT,8,2,brown,suave,straight,XXL
TSHIRT,8,2,black,oscuro,straight,L
TSHIRT,8,2,black,oscuro,straight,M
TSHIRT,8,2,black,oscuro,straight,S
TSHIRT,8,2,black,oscuro,straight,XL
TSHIRT,8,2,black,oscuro,straight,XS
TSHIRT,8,2,black,oscuro,straight,XXL
JEANS,8,1,blue,intenso,tight,M
JEANS,8,1,blue,intenso,tight,XS
JEANS,8,1,blue,intenso,tight,L
JEANS,8,1,blue,intenso,tight,S
FOULARD,8,3,grey,claro,,UNQ
FOULARD,8,3,red,oscuro,,UNQ
SWEATER,8,2,black,oscuro,loose,S
SWEATER,8,2,black,oscuro,loose,L
SWEATER,8,2,black,oscuro,loose,M
SWEATER,8,2,black,oscuro,loose,XL
SWEATER,8,2,black,oscuro,loose,XXL
SWEATER,7,2,grey,claro,straight,M
SWEATER,7,2,grey,claro,straight,S
DRESS,7,1,yellow,intenso,straight,L
DRESS,7,1,yellow,intenso,straight,M
DRESS,7,1,yellow,intenso,straight,S
SHIRT,7,2,blue,intenso,loose,XXL
SHIRT,7,2,blue,intenso,loose,XL
SHIRT,7,2,blue,intenso,loose,XXXL
SHIRT,7,2,blue,intenso,loose,L
SHIRT,7,2,blue,intenso,loose,X4XL
SHIRT,7,2,green,intenso,straight,L
SHIRT,7,2,green,intenso,straight,M
SHIRT,7,2,green,intenso,straight,S
SHIRT,7,2,green,intenso,straight,XL
SHIRT,7,2,green,intenso,straight,XXL
PANT,7,1,brown,oscuro,straight,M
PANT,7,1,brown,oscuro,straight,S
SWEATER,9,2,yellow,intenso,loose,L
SWEATER,9,2,yellow,intenso,loose,S
SWEATER,9,2,yellow,intenso,loose,XL
SWEATER,9,2,yellow,intenso,loose,XS
SWEATER,9,2,yellow,intenso,loose,XXXL
SWEATER,9,2,yellow,intenso,loose,M
SWEATER,9,2,yellow,intenso,loose,XXL
JEANS,7,1,white,claro,tight,XS
JEANS,7,1,white,claro,tight,XL
JEANS,7,1,white,claro,tight,M
JEANS,7,1,white,claro,tight,L
JEANS,7,1,white,claro,tight,S
SHIRT,8,2,blue,oscuro,straight,L
SHIRT,8,2,blue,oscuro,straight,X4XL
SHIRT,8,2,blue,oscuro,straight,XL
SHIRT,8,2,blue,oscuro,straight,XXL
SHIRT,8,2,blue,oscuro,straight,XXXL
JACKET,9,3,brown,suave,loose,L
JACKET,9,3,brown,suave,loose,XL
JACKET,9,3,brown,suave,loose,XXXL
JACKET,9,3,brown,suave,loose,X4XL
JACKET,9,3,brown,suave,loose,XXL
SWEATER,9,2,brown,suave,straight,S
SWEATER,9,2,black,oscuro,straight,S
SWEATER,9,2,green,oscuro,straight,M
SWEATER,9,2,black,oscuro,straight,XS
SWEATER,9,2,brown,suave,straight,L
SWEATER,9,2,green,oscuro,straight,XL
SWEATER,9,2,brown,suave,straight,XS
SWEATER,9,2,black,oscuro,straight,XL
SWEATER,9,2,green,oscuro,straight,L
SWEATER,9,2,green,oscuro,straight,XS
SWEATER,9,2,green,oscuro,straight,S
SWEATER,9,2,blue,oscuro,straight,S
SWEATER,9,2,blue,oscuro,straight,XL
SWEATER,9,2,blue,oscuro,straight,XS
SWEATER,9,2,black,oscuro,straight,M
SWEATER,9,2,black,oscuro,straight,L
SWEATER,9,2,blue,oscuro,straight,L
SWEATER,9,2,blue,oscuro,straight,M
SWEATER,9,2,brown,suave,straight,XL
SWEATER,9,2,brown,suave,straight,M
TOP,9,2,blue,oscuro,loose,M
TOP,9,2,blue,oscuro,loose,XS
TOP,9,2,blue,oscuro,loose,XL
TOP,9,2,blue,oscuro,loose,L
TOP,9,2,blue,oscuro,loose,XXL
TOP,9,2,blue,oscuro,loose,S
SHORT,7,1,blue,oscuro,straight,L
SHORT,7,1,blue,oscuro,straight,S
SHORT,7,1,blue,oscuro,straight,M
SHORT,7,1,blue,oscuro,straight,XL
SHORT,7,1,blue,oscuro,straight,XS
SHORT,7,1,blue,oscuro,straight,XXL
PANT,7,1,yellow,intenso,straight,L
PANT,7,1,yellow,intenso,straight,M
PANT,7,1,yellow,intenso,straight,S
PANT,7,1,yellow,intenso,straight,XL
PANT,7,1,yellow,intenso,straight,XS
PANT,7,1,yellow,intenso,straight,XXL
SWEATSHIRT,7,2,blue,intenso,straight,M
SWEATSHIRT,7,2,blue,intenso,straight,S
SWEATSHIRT,7,2,blue,intenso,straight,XL
SWEATSHIRT,7,2,blue,intenso,straight,XXL
SWEATSHIRT,7,2,blue,intenso,straight,L
SKIRT,7,1,blue,oscuro,straight,L
SKIRT,7,1,blue,oscuro,straight,M
SKIRT,7,1,blue,oscuro,straight,S
TOP,7,2,brown,suave,straight,X4XL
TOP,7,2,brown,suave,straight,XL
TOP,7,2,brown,suave,straight,XXL
TOP,7,2,brown,suave,straight,XXXL
SKIRT,9,1,blue,oscuro,straight,M
SKIRT,8,1,red,intenso,straight,M
SKIRT,8,1,red,intenso,straight,S
SKIRT,9,1,blue,oscuro,straight,S
SKIRT,9,1,blue,oscuro,straight,L
SKIRT,9,1,green,oscuro,straight,L
SKIRT,9,1,green,oscuro,straight,S
SKIRT,9,1,green,oscuro,straight,M
SKIRT,8,1,red,intenso,straight,L
SHIRT,9,2,yellow,intenso,straight,M
SHIRT,9,2,yellow,intenso,straight,S
SHIRT,9,2,yellow,intenso,straight,L
SHIRT,9,2,yellow,intenso,straight,XL
SHIRT,9,2,yellow,intenso,straight,XXL
SHIRT,9,2,white,claro,loose,M
SHIRT,9,2,white,claro,loose,L
SHIRT,9,2,white,claro,loose,XL
SHIRT,9,2,white,claro,loose,XXL
SHIRT,9,2,white,claro,loose,S
PANT,7,1,grey,suave,straight,L
PANT,7,1,grey,suave,straight,M
PANT,7,1,grey,suave,straight,S
PANT,7,1,blue,oscuro,straight,L
PANT,7,1,blue,oscuro,straight,M
PANT,7,1,brown,oscuro,straight,L
PANT,7,1,brown,oscuro,straight,M
PANT,7,1,brown,oscuro,straight,S
PANT,7,1,red,intenso,straight,L
PANT,7,1,red,intenso,straight,M
PANT,7,1,red,intenso,straight,S
PANT,7,1,blue,oscuro,straight,S
CARDIGAN,7,2,blue,oscuro,tight,L
CARDIGAN,7,2,blue,oscuro,tight,M
CARDIGAN,7,2,blue,oscuro,tight,S
SKIRT,7,1,yellow,intenso,loose,M
SKIRT,7,1,yellow,intenso,loose,L
SKIRT,7,1,yellow,intenso,loose,S
SKIRT,7,1,yellow,intenso,loose,XL
SKIRT,7,1,yellow,intenso,loose,XS
SKIRT,7,1,brown,suave,loose,L
SKIRT,7,1,brown,suave,loose,M
SKIRT,7,1,brown,suave,loose,XL
SKIRT,7,1,brown,suave,loose,XS
SKIRT,7,1,brown,suave,loose,S
SHIRT,7,2,white,claro,loose,L
SHIRT,7,2,white,claro,loose,M
SHIRT,7,2,white,claro,loose,S
SHIRT,7,2,white,claro,loose,XL
SHIRT,7,2,white,claro,loose,XS
SHIRT,7,2,white,claro,loose,XXL
SHIRT,7,2,white,claro,straight,M
SHIRT,7,2,white,claro,straight,S
SHIRT,7,2,white,claro,straight,XS
BAG,8,3,brown,oscuro,,UNQ
PANT,7,1,black,oscuro,tight,L
PANT,8,1,blue,oscuro,tight,M
PANT,7,1,blue,oscuro,tight,M
PANT,7,1,blue,oscuro,tight,S
PANT,7,1,blue,oscuro,tight,XL
PANT,7,1,blue,oscuro,tight,XXL
PANT,7,1,black,oscuro,tight,M
PANT,7,1,black,oscuro,tight,S
PANT,7,1,black,oscuro,tight,XL
PANT,8,1,blue,oscuro,tight,S
PANT,8,1,blue,oscuro,tight,XL
PANT,8,1,blue,oscuro,tight,XS
PANT,7,1,blue,oscuro,tight,L
PANT,7,1,black,oscuro,tight,XXL
PANT,8,1,blue,oscuro,tight,L
DRESS,7,1,orange,intenso,loose,S
DRESS,7,1,orange,intenso,loose,XL
DRESS,7,1,orange,intenso,loose,L
DRESS,7,1,orange,intenso,loose,XS
DRESS,7,1,orange,intenso,loose,M
TSHIRT,7,2,orange,intenso,loose,M
TSHIRT,7,2,orange,intenso,loose,S
TSHIRT,7,2,blue,oscuro,loose,XL
TSHIRT,7,2,blue,oscuro,loose,XS
TSHIRT,7,2,orange,intenso,loose,XL
TSHIRT,7,2,orange,intenso,loose,XS
TSHIRT,7,2,blue,oscuro,loose,L
TSHIRT,7,2,blue,oscuro,loose,M
TSHIRT,7,2,blue,oscuro,loose,S
TSHIRT,7,2,orange,intenso,loose,L
TSHIRT,7,2,orange,intenso,straight,L
TSHIRT,7,2,yellow,intenso,straight,S
TSHIRT,7,2,yellow,intenso,straight,L
TSHIRT,7,2,yellow,intenso,straight,M
TSHIRT,7,2,orange,intenso,straight,M
TSHIRT,7,2,orange,intenso,straight,S
PANT,9,1,blue,oscuro,loose,X4XL
PANT,9,1,blue,oscuro,loose,XXL
PANT,9,1,blue,oscuro,loose,XL
PANT,9,1,blue,oscuro,loose,XXXL
PANT,9,1,blue,oscuro,loose,L
TSHIRT,9,2,red,intenso,loose,L
TSHIRT,9,2,red,intenso,loose,XS
TSHIRT,9,2,red,intenso,loose,XL
TSHIRT,9,2,red,intenso,loose,XXL
TSHIRT,9,2,red,intenso,loose,S
TSHIRT,9,2,red,intenso,loose,M
JUMPSUIT,9,1,brown,oscuro,straight,M
JUMPSUIT,9,1,brown,oscuro,straight,S
JUMPSUIT,9,1,brown,oscuro,straight,L
JUMPSUIT,9,1,brown,oscuro,straight,XL
JUMPSUIT,9,1,brown,oscuro,straight,XS
PANT,7,1,black,oscuro,tight,L
PANT,7,1,black,oscuro,tight,M
PANT,7,1,black,oscuro,tight,S
PANT,7,1,black,oscuro,tight,XL
PANT,7,1,black,oscuro,tight,XXL
SHIRT,7,2,blue,intenso,straight,M
SHIRT,7,2,blue,intenso,straight,S
SHIRT,7,2,blue,intenso,straight,L
SHIRT,7,2,blue,intenso,straight,XL
SHIRT,7,2,blue,intenso,straight,XS
SKIRT,7,1,blue,oscuro,straight,XS
SKIRT,7,1,blue,oscuro,straight,XXXL
SKIRT,7,1,blue,oscuro,straight,XL
SKIRT,7,1,blue,oscuro,straight,XXL
SKIRT,7,1,blue,oscuro,straight,L
SKIRT,7,1,blue,oscuro,straight,S
SKIRT,7,1,blue,oscuro,straight,M
PANT,9,1,white,claro,straight,M
PANT,9,1,pink,intenso,straight,XL
PANT,9,1,yellow,intenso,straight,XL
PANT,9,1,pink,intenso,straight,M
PANT,9,1,yellow,intenso,straight,XXL
PANT,9,1,pink,intenso,straight,L
PANT,9,1,white,claro,straight,XL
PANT,9,1,white,claro,straight,L
PANT,9,1,yellow,intenso,straight,L
PANT,9,1,white,claro,straight,S
PANT,9,1,white,claro,straight,XXL
PANT,9,1,yellow,intenso,straight,M
PANT,9,1,pink,intenso,straight,XXL
PANT,9,1,pink,intenso,straight,S
PANT,9,1,yellow,intenso,straight,S
TSHIRT,8,2,brown,oscuro,straight,L
TSHIRT,8,2,brown,oscuro,straight,M
TSHIRT,8,2,brown,oscuro,straight,S
TSHIRT,8,2,brown,oscuro,straight,XL
TSHIRT,8,2,brown,oscuro,straight,XS
DRESS,8,1,black,oscuro,loose,L
DRESS,8,1,black,oscuro,loose,M
DRESS,8,1,black,oscuro,loose,S
DRESS,8,1,black,oscuro,loose,XL
DRESS,8,1,black,oscuro,loose,XS
DRESS,8,1,black,oscuro,loose,XXL
SHIRT,9,2,white,claro,loose,L
SHIRT,9,2,white,claro,loose,M
SHIRT,9,2,white,claro,loose,S
SHIRT,9,2,white,claro,loose,XS
SHIRT,9,2,white,claro,loose,XL
TSHIRT,7,2,blue,oscuro,straight,M
TSHIRT,7,2,blue,oscuro,straight,S
TSHIRT,7,2,pink,suave,straight,M
TSHIRT,7,2,pink,suave,straight,S
TSHIRT,7,2,blue,oscuro,straight,S
TSHIRT,7,2,blue,oscuro,straight,M
DRESS,8,1,blue,oscuro,straight,X4XL
DRESS,8,1,blue,oscuro,straight,XL
DRESS,8,1,blue,oscuro,straight,XXL
DRESS,8,1,blue,oscuro,straight,XXXL
DRESS,8,1,blue,oscuro,straight,L
TOP,9,2,black,oscuro,straight,M
TOP,9,2,black,oscuro,straight,XL
TOP,9,2,black,oscuro,straight,S
TOP,9,2,black,oscuro,straight,L
TOP,9,2,black,oscuro,straight,XS
PARKA,8,3,grey,oscuro,straight,L
PARKA,8,3,grey,oscuro,straight,M
PARKA,8,3,green,oscuro,straight,L
PARKA,8,3,green,oscuro,straight,M
PARKA,8,3,pink,intenso,straight,XL
PARKA,8,3,pink,intenso,straight,L
PARKA,8,3,green,oscuro,straight,S
PARKA,8,3,green,oscuro,straight,XS
PARKA,8,3,pink,intenso,straight,S
PARKA,8,3,pink,intenso,straight,XS
PARKA,8,3,pink,intenso,straight,M
PARKA,8,3,grey,oscuro,straight,S
PARKA,8,3,grey,oscuro,straight,XS
PARKA,8,3,blue,oscuro,straight,S
PARKA,8,3,blue,oscuro,straight,M
PARKA,8,3,blue,oscuro,straight,XL
PARKA,8,3,green,oscuro,straight,XL
PARKA,8,3,grey,oscuro,straight,XL
PARKA,8,3,blue,oscuro,straight,XS
PARKA,8,3,blue,oscuro,straight,L
SHIRT,7,2,brown,suave,tight,XXL
SHIRT,7,2,brown,suave,tight,S
SHIRT,7,2,brown,suave,tight,XL
SHIRT,7,2,brown,suave,tight,L
SHIRT,7,2,brown,suave,tight,M
SHORT,7,1,blue,claro,tight,L
SHORT,7,1,blue,claro,tight,XXL
SHORT,7,1,blue,claro,tight,M
SHORT,7,1,blue,claro,tight,S
SHORT,7,1,blue,claro,tight,XL
SHORT,7,1,blue,claro,tight,XS
SHORT,7,1,black,oscuro,tight,M
SHORT,7,1,black,oscuro,tight,XL
SHORT,7,1,black,oscuro,tight,XS
SHORT,7,1,black,oscuro,tight,S
SHORT,7,1,black,oscuro,tight,XXL
SHORT,7,1,black,oscuro,tight,L
DRESS,7,1,black,oscuro,straight,L
DRESS,7,1,black,oscuro,straight,M
DRESS,7,1,black,oscuro,straight,S
DRESS,7,1,pink,suave,straight,L
DRESS,7,1,pink,suave,straight,S
DRESS,7,1,pink,suave,straight,M
JUMPSUIT,8,1,blue,claro,straight,S
JUMPSUIT,8,1,blue,claro,straight,XL
JUMPSUIT,8,1,blue,claro,straight,XS
JUMPSUIT,8,1,blue,claro,straight,M
JUMPSUIT,8,1,blue,claro,straight,L
TSHIRT,9,2,blue,oscuro,loose,L
TSHIRT,9,2,brown,suave,loose,L
TSHIRT,9,2,blue,oscuro,loose,S
TSHIRT,9,2,blue,oscuro,loose,M
TSHIRT,9,2,blue,oscuro,loose,XL
TSHIRT,9,2,blue,oscuro,loose,XXL
TSHIRT,9,2,brown,suave,loose,XXL
TSHIRT,9,2,brown,suave,loose,S
TSHIRT,9,2,brown,suave,loose,M
TSHIRT,9,2,brown,suave,loose,XL
SHORT,7,1,blue,oscuro,straight,S
SHORT,7,1,black,oscuro,straight,L
SHORT,7,1,black,oscuro,straight,M
SHORT,7,1,black,oscuro,straight,S
SHORT,7,1,blue,oscuro,straight,L
SHORT,7,1,blue,oscuro,straight,M
SHIRT,7,2,black,oscuro,straight,L
SHIRT,7,2,black,oscuro,straight,M
SHIRT,7,2,black,oscuro,straight,S
SHIRT,7,2,orange,intenso,straight,L
SHIRT,7,2,orange,intenso,straight,M
SHIRT,7,2,orange,intenso,straight,S
JUMPSUIT,7,1,white,claro,straight,L
JUMPSUIT,7,1,black,oscuro,straight,M
JUMPSUIT,7,1,white,claro,straight,M
JUMPSUIT,7,1,white,claro,straight,S
JUMPSUIT,7,1,black,oscuro,straight,L
JUMPSUIT,7,1,black,oscuro,straight,S
PANT,8,1,brown,oscuro,straight,L
PANT,8,1,black,oscuro,straight,XS
PANT,8,1,brown,oscuro,straight,S
PANT,8,1,brown,oscuro,straight,XL
PANT,8,1,brown,oscuro,straight,XS
PANT,8,1,black,oscuro,straight,L
PANT,8,1,black,oscuro,straight,M
PANT,8,1,black,oscuro,straight,S
PANT,8,1,black,oscuro,straight,XL
PANT,8,1,brown,oscuro,straight,M
TOP,7,2,blue,oscuro,,M
TOP,7,2,red,oscuro,,S
TOP,7,2,blue,oscuro,,S
TOP,7,2,black,oscuro,,S
TOP,7,2,black,oscuro,,L
TOP,7,2,black,oscuro,,M
TOP,7,2,black,oscuro,,XL
TOP,7,2,green,oscuro,,S
TOP,7,2,green,oscuro,,XL
TOP,7,2,green,intenso,,L
TOP,7,2,red,oscuro,,XL
TOP,7,2,green,intenso,,XL
TOP,7,2,blue,oscuro,,XL
TOP,7,2,pink,intenso,,S
TOP,7,2,pink,intenso,,XL
TOP,7,2,orange,intenso,,L
TOP,7,2,pink,intenso,,L
TOP,7,2,blue,oscuro,,M
TOP,7,2,red,intenso,,L
TOP,8,2,red,oscuro,,L
TOP,7,2,yellow,suave,,S
TOP,7,2,red,intenso,,M
TOP,7,2,red,oscuro,,L
TOP,7,2,red,oscuro,,M
TOP,7,2,green,oscuro,,L
TOP,7,2,green,oscuro,,M
TOP,8,2,red,oscuro,,M
TOP,7,2,brown,oscuro,,M
TOP,7,2,brown,oscuro,,S
TOP,7,2,brown,oscuro,,L
TOP,7,2,brown,oscuro,,XL
TOP,7,2,red,intenso,,S
TOP,7,2,blue,oscuro,,L
TOP,8,2,green,oscuro,,S
TOP,8,2,green,oscuro,,XL
TOP,8,2,blue,oscuro,,XL
TOP,8,2,green,claro,,L
TOP,8,2,red,oscuro,,XL
TOP,8,2,black,oscuro,,S
TOP,8,2,black,oscuro,,L
TOP,8,2,green,oscuro,,M
TOP,8,2,black,oscuro,,M
TOP,8,2,red,oscuro,,S
TOP,9,2,black,oscuro,,L
TOP,9,2,black,oscuro,,S
TOP,9,2,black,oscuro,,XL
TOP,9,2,white,claro,,L
TOP,7,2,blue,oscuro,,L
TOP,7,2,orange,intenso,,M
TOP,7,2,orange,intenso,,S
TOP,7,2,green,intenso,,S
TOP,7,2,yellow,suave,,M
TOP,7,2,blue,oscuro,,S
TOP,7,2,yellow,suave,,XL
TOP,7,2,blue,oscuro,,XL
TOP,7,2,white,claro,,S
TOP,7,2,white,claro,,XL
TOP,8,2,blue,oscuro,,S
TOP,8,2,green,oscuro,,L
TOP,9,2,blue,oscuro,,M
TOP,9,2,white,claro,,XL
TOP,9,2,blue,oscuro,,S
TOP,9,2,blue,oscuro,,XL
TOP,9,2,blue,oscuro,,L
TOP,9,2,black,oscuro,,M
TOP,7,2,white,claro,,L
TOP,7,2,white,claro,,M
TOP,8,2,green,claro,,M
TOP,8,2,green,claro,,S
TOP,8,2,green,claro,,XL
TOP,8,2,blue,oscuro,,L
TOP,8,2,blue,oscuro,,M
TOP,9,2,white,claro,,M
TOP,7,2,yellow,suave,,L
TOP,7,2,orange,intenso,,XL
TOP,7,2,red,intenso,,XL
TOP,7,2,pink,intenso,,M
TOP,8,2,black,oscuro,,XL
TOP,9,2,white,claro,,S
TOP,7,2,green,intenso,,M
TSHIRT,7,2,red,intenso,straight,XXL
TSHIRT,7,2,blue,claro,straight,S
TSHIRT,7,2,blue,claro,straight,XL
TSHIRT,7,2,blue,claro,straight,XS
TSHIRT,7,2,blue,claro,straight,XXL
TSHIRT,7,2,blue,oscuro,straight,L
TSHIRT,7,2,blue,claro,straight,L
TSHIRT,7,2,blue,claro,straight,M
TSHIRT,7,2,blue,oscuro,straight,M
TSHIRT,7,2,blue,oscuro,straight,S
TSHIRT,7,2,blue,oscuro,straight,XS
TSHIRT,7,2,blue,oscuro,straight,XL
TSHIRT,7,2,blue,oscuro,straight,XXL
TSHIRT,7,2,red,intenso,straight,L
TSHIRT,7,2,red,intenso,straight,M
TSHIRT,7,2,red,intenso,straight,S
TSHIRT,7,2,red,intenso,straight,XL
TSHIRT,7,2,red,intenso,straight,XS
PANT,7,1,red,oscuro,loose,L
PANT,7,1,red,oscuro,loose,M
PANT,7,1,red,oscuro,loose,S
PANT,7,1,red,oscuro,loose,XL
PANT,7,1,red,oscuro,loose,XS
SHIRT,8,2,black,oscuro,loose,X4XL
SHIRT,8,2,black,oscuro,loose,XL
SHIRT,8,2,black,oscuro,loose,XXL
SHIRT,8,2,black,oscuro,loose,XXXL
SHIRT,8,2,black,oscuro,loose,M
SHIRT,8,2,black,oscuro,loose,L
SHIRT,8,2,blue,oscuro,loose,M
SHIRT,8,2,blue,oscuro,loose,XS
SHIRT,8,2,blue,oscuro,loose,L
SHIRT,8,2,blue,oscuro,loose,S
SHIRT,7,2,brown,suave,loose,M
SHIRT,7,2,brown,suave,loose,S
SHIRT,7,2,brown,suave,loose,L
PANT,8,1,green,oscuro,tight,XL
PANT,8,1,green,oscuro,tight,XS
PANT,8,1,green,oscuro,tight,XXL
PANT,8,1,green,oscuro,tight,L
PANT,8,1,green,oscuro,tight,M
PANT,8,1,green,oscuro,tight,S
TSHIRT,9,2,yellow,suave,loose,S
TSHIRT,9,2,yellow,suave,loose,L
TSHIRT,9,2,yellow,suave,loose,XL
TSHIRT,9,2,blue,oscuro,loose,XL
TSHIRT,9,2,yellow,suave,loose,M
TSHIRT,9,2,yellow,suave,loose,XXL
TSHIRT,9,2,blue,oscuro,loose,XXL
TSHIRT,9,2,blue,oscuro,loose,L
TSHIRT,9,2,blue,oscuro,loose,M
TSHIRT,9,2,blue,oscuro,loose,S
DRESS,7,1,blue,intenso,straight,X4XL
DRESS,7,1,blue,intenso,straight,XL
DRESS,7,1,blue,intenso,straight,XXXL
DRESS,7,1,blue,intenso,straight,XXL
DRESS,7,1,blue,intenso,straight,L
DRESS,7,1,black,oscuro,straight,M
DRESS,7,1,black,oscuro,straight,S
DRESS,7,1,black,oscuro,straight,XL
DRESS,7,1,black,oscuro,straight,XS
DRESS,7,1,black,oscuro,straight,L
SWEATSHIRT,8,2,green,oscuro,loose,XXL
SWEATSHIRT,8,2,black,oscuro,loose,S
SWEATSHIRT,8,2,black,oscuro,loose,L
SWEATSHIRT,8,2,black,oscuro,loose,M
SWEATSHIRT,8,2,black,oscuro,loose,XL
SWEATSHIRT,8,2,black,oscuro,loose,XS
SWEATSHIRT,8,2,black,oscuro,loose,XXL
SWEATSHIRT,8,2,green,oscuro,loose,L
SWEATSHIRT,8,2,green,oscuro,loose,M
SWEATSHIRT,8,2,green,oscuro,loose,S
SWEATSHIRT,8,2,green,oscuro,loose,XL
SWEATSHIRT,8,2,green,oscuro,loose,XS
TSHIRT,8,2,white,claro,straight,L
TSHIRT,8,2,white,claro,straight,XXL
TSHIRT,8,2,blue,oscuro,straight,L
TSHIRT,8,2,blue,oscuro,straight,XL
TSHIRT,8,2,blue,oscuro,straight,XS
TSHIRT,8,2,blue,oscuro,straight,XXL
TSHIRT,8,2,grey,claro,straight,L
TSHIRT,8,2,grey,claro,straight,M
TSHIRT,8,2,grey,claro,straight,S
TSHIRT,8,2,grey,claro,straight,XS
TSHIRT,8,2,grey,claro,straight,XXL
TSHIRT,8,2,blue,oscuro,straight,M
TSHIRT,8,2,blue,oscuro,straight,S
TSHIRT,8,2,grey,claro,straight,XL
TSHIRT,8,2,white,claro,straight,M
TSHIRT,8,2,white,claro,straight,S
TSHIRT,8,2,white,claro,straight,XL
TSHIRT,8,2,white,claro,straight,XS
PARKA,9,3,green,oscuro,straight,M
PARKA,9,3,black,oscuro,straight,XL
PARKA,9,3,black,oscuro,straight,M
PARKA,9,3,black,oscuro,straight,S
PARKA,9,3,green,oscuro,straight,S
PARKA,9,3,green,oscuro,straight,XXL
PARKA,9,3,black,oscuro,straight,XXL
PARKA,9,3,green,oscuro,straight,XL
PARKA,9,3,green,oscuro,straight,L
PARKA,9,3,black,oscuro,straight,L
DRESS,7,1,blue,claro,loose,S
DRESS,7,1,blue,claro,loose,XL
DRESS,7,1,blue,claro,loose,XXL
DRESS,7,1,blue,claro,loose,M
DRESS,7,1,blue,claro,loose,L
DRESS,7,1,blue,oscuro,straight,S
DRESS,7,1,blue,oscuro,straight,L
DRESS,7,1,blue,oscuro,straight,XL
DRESS,7,1,blue,oscuro,straight,XS
DRESS,7,1,blue,oscuro,straight,M
DRESS,9,1,red,intenso,straight,L
DRESS,9,1,red,intenso,straight,M
DRESS,9,1,red,intenso,straight,S
SWEATER,7,2,brown,oscuro,straight,XS
SWEATER,7,2,brown,oscuro,straight,M
SWEATER,7,2,brown,claro,straight,XS
SWEATER,7,2,brown,claro,straight,L
SWEATER,7,2,brown,claro,straight,M
